worker_id,mine_id,contractor_id,employee_type,name,role,department,shift,competency,training_valid_until,training_status,fitness_valid_until,fitness_status,ppe_status,attendance_status,work_area,created_at,data_source
WRK-00230,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00230,Roof Bolter,Operations,C,TRAINEE,2027-07-22,VALID,2027-01-06,VALID,COMPLIANT,PRESENT,West Dump,2024-07-04,DEMO_SYNTHETIC
WRK-00231,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00231,Safety Assistant,Electrical,C,SUPERVISED,2027-08-04,VALID,2027-02-14,VALID,PARTIAL,PRESENT,Haul Road,2025-02-09,DEMO_SYNTHETIC
WRK-00232,M006,,EMPLOYEE,Demo Worker WRK-00232,Survey Assistant,Electrical,C,TRAINEE,2027-05-20,VALID,2026-09-16,DUE_SOON,COMPLIANT,PRESENT,Haul Road,2025-07-24,DEMO_SYNTHETIC
WRK-00233,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00233,Fitter,Safety,C,TRAINEE,2027-01-16,VALID,2026-09-24,DUE_SOON,COMPLIANT,PRESENT,Workshop,2023-11-18,DEMO_SYNTHETIC
WRK-00234,M006,,EMPLOYEE,Demo Worker WRK-00234,Safety Assistant,Operations,C,COMPETENT,2027-01-05,VALID,2027-06-15,VALID,COMPLIANT,PRESENT,Pit,2026-06-30,DEMO_SYNTHETIC
WRK-00235,M006,,EMPLOYEE,Demo Worker WRK-00235,Dumper Operator,Mechanical,C,COMPETENT,2027-10-24,VALID,2027-03-03,VALID,COMPLIANT,PRESENT,Haul Road,2026-03-31,DEMO_SYNTHETIC
WRK-00236,M006,CTR-0018,CONTRACTOR,Demo Worker WRK-00236,General Worker,Environment,A,COMPETENT,2027-10-27,VALID,2027-05-27,VALID,COMPLIANT,PRESENT,West Dump,2026-02-02,DEMO_SYNTHETIC
WRK-00237,M006,CTR-0016,CONTRACTOR,Demo Worker WRK-00237,Electrician,Production,A,TRAINEE,2026-12-03,VALID,2027-03-18,VALID,COMPLIANT,LEAVE,Workshop,2023-08-06,DEMO_SYNTHETIC
WRK-00238,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00238,Safety Assistant,Electrical,B,COMPETENT,2027-07-06,VALID,2027-01-13,VALID,COMPLIANT,PRESENT,Surface Office,2025-08-17,DEMO_SYNTHETIC
WRK-00239,M006,,EMPLOYEE,Demo Worker WRK-00239,Fitter,Electrical,C,TRAINEE,2026-08-18,EXPIRED,2027-07-12,VALID,COMPLIANT,LEAVE,Panel-2,2024-07-21,DEMO_SYNTHETIC
WRK-00240,M006,CTR-0016,CONTRACTOR,Demo Worker WRK-00240,Pump Operator,Production,B,TRAINEE,2027-07-23,VALID,2027-01-05,VALID,NON_COMPLIANT,OFF_SHIFT,Surface Office,2024-10-21,DEMO_SYNTHETIC
WRK-00241,M006,,EMPLOYEE,Demo Worker WRK-00241,Survey Assistant,Mechanical,A,COMPETENT,2027-04-24,VALID,2027-05-23,VALID,COMPLIANT,LEAVE,Pit,2026-01-16,DEMO_SYNTHETIC
WRK-00242,M006,CTR-0018,CONTRACTOR,Demo Worker WRK-00242,Safety Assistant,Electrical,C,TRAINEE,2026-08-15,EXPIRED,2027-02-09,VALID,NON_COMPLIANT,LEAVE,West Dump,2024-03-29,DEMO_SYNTHETIC
WRK-00243,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00243,Electrician,Production,C,TRAINEE,2027-08-06,VALID,2027-04-01,VALID,COMPLIANT,PRESENT,Haul Road,2025-07-16,DEMO_SYNTHETIC
WRK-00244,M006,,EMPLOYEE,Demo Worker WRK-00244,Safety Assistant,Safety,A,SUPERVISED,2027-03-11,VALID,2026-10-15,VALID,COMPLIANT,PRESENT,Workshop,2024-03-31,DEMO_SYNTHETIC
WRK-00245,M006,,EMPLOYEE,Demo Worker WRK-00245,General Worker,Safety,A,SUPERVISED,2026-09-24,DUE_SOON,2027-05-16,VALID,NON_COMPLIANT,LEAVE,Workshop,2023-06-17,DEMO_SYNTHETIC
WRK-00246,M006,CTR-0018,CONTRACTOR,Demo Worker WRK-00246,Pump Operator,Production,A,SUPERVISED,2027-05-13,VALID,2026-12-25,VALID,NON_COMPLIANT,OFF_SHIFT,Pit,2025-09-11,DEMO_SYNTHETIC
WRK-00247,M006,,EMPLOYEE,Demo Worker WRK-00247,Electrician,Mechanical,A,TRAINEE,2026-08-22,EXPIRED,2027-03-17,VALID,COMPLIANT,OFF_SHIFT,Coal Face,2024-03-15,DEMO_SYNTHETIC
WRK-00248,M006,CTR-0016,CONTRACTOR,Demo Worker WRK-00248,Roof Bolter,Production,B,SUPERVISED,2027-07-23,VALID,2026-12-15,VALID,COMPLIANT,PRESENT,Coal Face,2025-02-21,DEMO_SYNTHETIC
WRK-00249,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00249,Pump Operator,Safety,B,TRAINEE,2027-06-29,VALID,2026-08-04,EXPIRED,COMPLIANT,PRESENT,Workshop,2023-07-21,DEMO_SYNTHETIC
WRK-00250,M006,,EMPLOYEE,Demo Worker WRK-00250,Survey Assistant,Safety,A,SUPERVISED,2027-09-04,VALID,2027-04-27,VALID,COMPLIANT,ABSENT,Haul Road,2026-05-26,DEMO_SYNTHETIC
WRK-00251,M006,,EMPLOYEE,Demo Worker WRK-00251,General Worker,Production,A,SUPERVISED,2027-04-15,VALID,2027-06-14,VALID,COMPLIANT,OFF_SHIFT,Haul Road,2023-07-27,DEMO_SYNTHETIC
WRK-00252,M006,CTR-0016,CONTRACTOR,Demo Worker WRK-00252,Fitter,Safety,A,SUPERVISED,2027-03-05,VALID,2027-06-27,VALID,COMPLIANT,ABSENT,Pit,2024-10-30,DEMO_SYNTHETIC
WRK-00253,M006,,EMPLOYEE,Demo Worker WRK-00253,Pump Operator,Mechanical,A,COMPETENT,2027-07-22,VALID,2027-02-28,VALID,COMPLIANT,PRESENT,Workshop,2023-07-04,DEMO_SYNTHETIC
WRK-00254,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00254,General Worker,Production,B,SUPERVISED,2027-10-13,VALID,2027-03-09,VALID,COMPLIANT,PRESENT,Coal Face,2026-05-22,DEMO_SYNTHETIC
WRK-00255,M006,,EMPLOYEE,Demo Worker WRK-00255,Roof Bolter,Environment,C,SUPERVISED,2026-12-05,VALID,2027-07-08,VALID,COMPLIANT,PRESENT,Panel-2,2025-12-21,DEMO_SYNTHETIC
WRK-00256,M006,,EMPLOYEE,Demo Worker WRK-00256,Roof Bolter,Environment,B,COMPETENT,2027-09-13,VALID,2026-08-28,EXPIRED,COMPLIANT,PRESENT,Coal Face,2023-06-16,DEMO_SYNTHETIC
WRK-00257,M006,CTR-0018,CONTRACTOR,Demo Worker WRK-00257,General Worker,Operations,A,TRAINEE,2026-11-29,VALID,2027-06-18,VALID,COMPLIANT,PRESENT,Pit,2024-02-25,DEMO_SYNTHETIC
WRK-00258,M006,CTR-0016,CONTRACTOR,Demo Worker WRK-00258,Electrician,Operations,A,TRAINEE,2027-04-16,VALID,2026-08-22,EXPIRED,PARTIAL,PRESENT,Workshop,2023-09-24,DEMO_SYNTHETIC
WRK-00259,M006,,EMPLOYEE,Demo Worker WRK-00259,Electrician,Production,B,COMPETENT,2027-04-10,VALID,2027-04-19,VALID,COMPLIANT,PRESENT,Panel-2,2026-01-31,DEMO_SYNTHETIC
WRK-00260,M006,,EMPLOYEE,Demo Worker WRK-00260,Electrician,Operations,A,COMPETENT,2027-05-01,VALID,2027-02-28,VALID,COMPLIANT,PRESENT,Coal Face,2025-09-16,DEMO_SYNTHETIC
WRK-00261,M006,,EMPLOYEE,Demo Worker WRK-00261,Fitter,Production,B,TRAINEE,2027-04-08,VALID,2027-06-25,VALID,PARTIAL,PRESENT,Panel-1,2025-09-27,DEMO_SYNTHETIC
WRK-00262,M006,,EMPLOYEE,Demo Worker WRK-00262,Safety Assistant,Environment,A,COMPETENT,2026-12-21,VALID,2027-07-23,VALID,COMPLIANT,PRESENT,Haul Road,2025-07-03,DEMO_SYNTHETIC
WRK-00263,M006,CTR-0016,CONTRACTOR,Demo Worker WRK-00263,Survey Assistant,Production,C,TRAINEE,2027-06-30,VALID,2027-08-08,VALID,PARTIAL,OFF_SHIFT,Panel-1,2023-08-07,DEMO_SYNTHETIC
WRK-00264,M006,,EMPLOYEE,Demo Worker WRK-00264,Pump Operator,Mechanical,B,COMPETENT,2026-12-25,VALID,2026-11-26,VALID,COMPLIANT,LEAVE,West Dump,2026-02-23,DEMO_SYNTHETIC
WRK-00265,M006,CTR-0018,CONTRACTOR,Demo Worker WRK-00265,Safety Assistant,Safety,C,TRAINEE,2027-02-23,VALID,2026-10-16,VALID,COMPLIANT,PRESENT,West Dump,2026-03-23,DEMO_SYNTHETIC
WRK-00266,M006,,EMPLOYEE,Demo Worker WRK-00266,Safety Assistant,Operations,A,TRAINEE,2027-08-29,VALID,2026-10-04,VALID,NON_COMPLIANT,OFF_SHIFT,Workshop,2025-10-10,DEMO_SYNTHETIC
WRK-00267,M006,,EMPLOYEE,Demo Worker WRK-00267,Pump Operator,Production,A,SUPERVISED,2027-01-19,VALID,2026-12-12,VALID,COMPLIANT,OFF_SHIFT,Panel-1,2024-10-29,DEMO_SYNTHETIC
WRK-00268,M006,,EMPLOYEE,Demo Worker WRK-00268,Dumper Operator,Safety,C,SUPERVISED,2026-10-16,VALID,2027-03-19,VALID,PARTIAL,PRESENT,Pit,2025-09-07,DEMO_SYNTHETIC
WRK-00269,M006,CTR-0017,CONTRACTOR,Demo Worker WRK-00269,General Worker,Operations,C,TRAINEE,2027-01-04,VALID,2027-07-30,VALID,COMPLIANT,PRESENT,Haul Road,2025-04-06,DEMO_SYNTHETIC
WRK-00270,M006,,EMPLOYEE,Demo Worker WRK-00270,Safety Assistant,Safety,B,SUPERVISED,2027-04-27,VALID,2027-05-29,VALID,COMPLIANT,PRESENT,Panel-2,2023-08-29,DEMO_SYNTHETIC
WRK-00271,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00271,Ventilation Assistant,Environment,B,SUPERVISED,2026-10-21,VALID,2026-12-26,VALID,COMPLIANT,PRESENT,Panel-2,2024-03-24,DEMO_SYNTHETIC
WRK-00272,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00272,Ventilation Assistant,Safety,C,COMPETENT,2027-06-13,VALID,2027-08-18,VALID,COMPLIANT,OFF_SHIFT,Panel-2,2024-08-01,DEMO_SYNTHETIC
WRK-00273,M007,,EMPLOYEE,Demo Worker WRK-00273,Continuous Miner Operator,Production,A,COMPETENT,2027-03-14,VALID,2027-06-15,VALID,COMPLIANT,PRESENT,Surface Office,2025-12-20,DEMO_SYNTHETIC
WRK-00274,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00274,Pump Operator,Safety,C,TRAINEE,2026-11-25,VALID,2026-08-19,EXPIRED,COMPLIANT,PRESENT,West Dump,2026-06-19,DEMO_SYNTHETIC
WRK-00275,M007,CTR-0020,CONTRACTOR,Demo Worker WRK-00275,General Worker,Safety,C,TRAINEE,2027-06-05,VALID,2026-11-25,VALID,COMPLIANT,PRESENT,Pit,2025-12-07,DEMO_SYNTHETIC
WRK-00276,M007,,EMPLOYEE,Demo Worker WRK-00276,General Worker,Electrical,A,COMPETENT,2027-10-11,VALID,2027-07-12,VALID,COMPLIANT,PRESENT,Workshop,2023-07-23,DEMO_SYNTHETIC
WRK-00277,M007,,EMPLOYEE,Demo Worker WRK-00277,General Worker,Mechanical,B,TRAINEE,2026-09-25,DUE_SOON,2026-09-08,DUE_SOON,COMPLIANT,PRESENT,Surface Office,2025-12-17,DEMO_SYNTHETIC
WRK-00278,M007,,EMPLOYEE,Demo Worker WRK-00278,General Worker,Safety,C,COMPETENT,2027-02-23,VALID,2027-08-09,VALID,COMPLIANT,LEAVE,Pit,2023-08-05,DEMO_SYNTHETIC
WRK-00279,M007,,EMPLOYEE,Demo Worker WRK-00279,Safety Assistant,Operations,A,SUPERVISED,2026-09-06,DUE_SOON,2027-05-29,VALID,COMPLIANT,PRESENT,Pit,2025-09-17,DEMO_SYNTHETIC
WRK-00280,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00280,Safety Assistant,Operations,C,TRAINEE,2027-05-30,VALID,2026-12-06,VALID,PARTIAL,PRESENT,West Dump,2023-09-26,DEMO_SYNTHETIC
WRK-00281,M007,,EMPLOYEE,Demo Worker WRK-00281,Fitter,Environment,B,SUPERVISED,2027-07-16,VALID,2027-03-18,VALID,COMPLIANT,PRESENT,Coal Face,2025-11-14,DEMO_SYNTHETIC
WRK-00282,M007,,EMPLOYEE,Demo Worker WRK-00282,Safety Assistant,Mechanical,C,SUPERVISED,2027-09-14,VALID,2027-02-27,VALID,COMPLIANT,LEAVE,Haul Road,2023-10-04,DEMO_SYNTHETIC
WRK-00283,M007,,EMPLOYEE,Demo Worker WRK-00283,Safety Assistant,Operations,C,SUPERVISED,2027-08-28,VALID,2026-08-14,EXPIRED,COMPLIANT,OFF_SHIFT,Haul Road,2025-09-06,DEMO_SYNTHETIC
WRK-00284,M007,,EMPLOYEE,Demo Worker WRK-00284,General Worker,Safety,B,TRAINEE,2027-02-03,VALID,2027-05-16,VALID,COMPLIANT,PRESENT,Surface Office,2024-10-02,DEMO_SYNTHETIC
WRK-00285,M007,,EMPLOYEE,Demo Worker WRK-00285,Electrician,Operations,C,SUPERVISED,2026-12-04,VALID,2026-09-15,DUE_SOON,PARTIAL,OFF_SHIFT,Surface Office,2025-03-01,DEMO_SYNTHETIC
WRK-00286,M007,,EMPLOYEE,Demo Worker WRK-00286,Fitter,Safety,B,COMPETENT,2027-04-04,VALID,2027-05-15,VALID,COMPLIANT,ABSENT,Workshop,2026-01-16,DEMO_SYNTHETIC
WRK-00287,M007,,EMPLOYEE,Demo Worker WRK-00287,Ventilation Assistant,Production,B,SUPERVISED,2026-12-20,VALID,2026-12-14,VALID,COMPLIANT,PRESENT,Panel-1,2024-12-28,DEMO_SYNTHETIC
WRK-00288,M007,,EMPLOYEE,Demo Worker WRK-00288,Continuous Miner Operator,Operations,A,COMPETENT,2027-02-23,VALID,2026-11-18,VALID,COMPLIANT,PRESENT,Haul Road,2025-10-04,DEMO_SYNTHETIC
WRK-00289,M007,,EMPLOYEE,Demo Worker WRK-00289,Ventilation Assistant,Environment,C,SUPERVISED,2027-10-22,VALID,2027-01-12,VALID,COMPLIANT,PRESENT,Surface Office,2024-03-10,DEMO_SYNTHETIC
WRK-00290,M007,,EMPLOYEE,Demo Worker WRK-00290,Electrician,Operations,B,COMPETENT,2027-08-29,VALID,2026-11-30,VALID,COMPLIANT,PRESENT,Workshop,2024-03-09,DEMO_SYNTHETIC
WRK-00291,M007,,EMPLOYEE,Demo Worker WRK-00291,Electrician,Environment,B,SUPERVISED,2026-08-07,EXPIRED,2027-07-08,VALID,COMPLIANT,OFF_SHIFT,Surface Office,2026-03-14,DEMO_SYNTHETIC
WRK-00292,M007,,EMPLOYEE,Demo Worker WRK-00292,Ventilation Assistant,Mechanical,C,TRAINEE,2026-11-11,VALID,2027-08-21,VALID,COMPLIANT,PRESENT,West Dump,2024-12-31,DEMO_SYNTHETIC
WRK-00293,M007,CTR-0020,CONTRACTOR,Demo Worker WRK-00293,Roof Bolter,Operations,A,TRAINEE,2027-03-17,VALID,2026-09-06,DUE_SOON,COMPLIANT,LEAVE,Surface Office,2023-11-30,DEMO_SYNTHETIC
WRK-00294,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00294,Safety Assistant,Mechanical,B,COMPETENT,2027-03-20,VALID,2027-03-30,VALID,COMPLIANT,PRESENT,Coal Face,2024-04-18,DEMO_SYNTHETIC
WRK-00295,M007,,EMPLOYEE,Demo Worker WRK-00295,Ventilation Assistant,Electrical,A,TRAINEE,2026-12-25,VALID,2027-06-20,VALID,PARTIAL,PRESENT,Haul Road,2026-02-01,DEMO_SYNTHETIC
WRK-00296,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00296,Electrician,Safety,B,COMPETENT,2026-08-22,EXPIRED,2026-10-22,VALID,COMPLIANT,PRESENT,Pit,2024-11-02,DEMO_SYNTHETIC
WRK-00297,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00297,Continuous Miner Operator,Environment,A,SUPERVISED,2027-02-04,VALID,2027-02-21,VALID,COMPLIANT,ABSENT,Workshop,2023-10-18,DEMO_SYNTHETIC
WRK-00298,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00298,Continuous Miner Operator,Mechanical,A,COMPETENT,2026-12-23,VALID,2026-10-11,VALID,PARTIAL,PRESENT,Pit,2026-05-17,DEMO_SYNTHETIC
WRK-00299,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00299,Fitter,Electrical,B,SUPERVISED,2026-09-01,EXPIRED,2026-11-12,VALID,COMPLIANT,PRESENT,Panel-1,2023-10-16,DEMO_SYNTHETIC
WRK-00300,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00300,Roof Bolter,Production,B,SUPERVISED,2027-04-18,VALID,2027-02-24,VALID,NON_COMPLIANT,PRESENT,West Dump,2024-07-25,DEMO_SYNTHETIC
WRK-00301,M007,,EMPLOYEE,Demo Worker WRK-00301,Roof Bolter,Production,B,SUPERVISED,2027-03-11,VALID,2027-06-07,VALID,COMPLIANT,OFF_SHIFT,Haul Road,2025-09-06,DEMO_SYNTHETIC
WRK-00302,M007,CTR-0020,CONTRACTOR,Demo Worker WRK-00302,Continuous Miner Operator,Operations,A,SUPERVISED,2027-06-24,VALID,2026-08-22,EXPIRED,PARTIAL,PRESENT,Panel-1,2023-11-03,DEMO_SYNTHETIC
WRK-00303,M007,,EMPLOYEE,Demo Worker WRK-00303,Electrician,Operations,A,COMPETENT,2027-05-20,VALID,2026-09-24,DUE_SOON,COMPLIANT,LEAVE,West Dump,2024-05-05,DEMO_SYNTHETIC
WRK-00304,M007,,EMPLOYEE,Demo Worker WRK-00304,Fitter,Safety,B,SUPERVISED,2026-09-03,DUE_SOON,2027-02-23,VALID,COMPLIANT,ABSENT,Workshop,2024-02-16,DEMO_SYNTHETIC
WRK-00305,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00305,Safety Assistant,Electrical,A,COMPETENT,2026-08-01,EXPIRED,2027-05-28,VALID,COMPLIANT,PRESENT,Pit,2023-11-02,DEMO_SYNTHETIC
WRK-00306,M007,,EMPLOYEE,Demo Worker WRK-00306,Ventilation Assistant,Safety,A,TRAINEE,2027-09-07,VALID,2026-11-27,VALID,PARTIAL,PRESENT,Panel-1,2025-04-22,DEMO_SYNTHETIC
WRK-00307,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00307,Electrician,Operations,C,TRAINEE,2026-11-13,VALID,2026-08-16,EXPIRED,COMPLIANT,PRESENT,Pit,2023-07-11,DEMO_SYNTHETIC
WRK-00308,M007,CTR-0020,CONTRACTOR,Demo Worker WRK-00308,Roof Bolter,Environment,C,COMPETENT,2026-11-16,VALID,2027-04-16,VALID,COMPLIANT,PRESENT,West Dump,2024-04-25,DEMO_SYNTHETIC
WRK-00309,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00309,Electrician,Operations,A,TRAINEE,2026-10-29,VALID,2026-11-30,VALID,COMPLIANT,PRESENT,Haul Road,2026-01-21,DEMO_SYNTHETIC
WRK-00310,M007,CTR-0020,CONTRACTOR,Demo Worker WRK-00310,Fitter,Operations,B,TRAINEE,2027-04-23,VALID,2027-08-28,VALID,COMPLIANT,PRESENT,Workshop,2023-10-02,DEMO_SYNTHETIC
WRK-00311,M007,,EMPLOYEE,Demo Worker WRK-00311,Safety Assistant,Production,B,SUPERVISED,2027-05-23,VALID,2027-02-09,VALID,COMPLIANT,PRESENT,Workshop,2023-09-09,DEMO_SYNTHETIC
WRK-00312,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00312,Electrician,Safety,C,SUPERVISED,2026-08-24,EXPIRED,2027-07-18,VALID,COMPLIANT,PRESENT,Panel-1,2023-05-24,DEMO_SYNTHETIC
WRK-00313,M007,CTR-0019,CONTRACTOR,Demo Worker WRK-00313,Fitter,Production,C,SUPERVISED,2026-11-19,VALID,2026-08-30,EXPIRED,PARTIAL,PRESENT,Coal Face,2024-06-12,DEMO_SYNTHETIC
WRK-00314,M007,,EMPLOYEE,Demo Worker WRK-00314,General Worker,Operations,C,COMPETENT,2027-03-19,VALID,2026-09-20,DUE_SOON,COMPLIANT,PRESENT,Workshop,2023-10-22,DEMO_SYNTHETIC
WRK-00315,M007,CTR-0021,CONTRACTOR,Demo Worker WRK-00315,Fitter,Safety,C,TRAINEE,2027-09-25,VALID,2026-11-08,VALID,COMPLIANT,PRESENT,Coal Face,2024-01-08,DEMO_SYNTHETIC
WRK-00316,M008,,EMPLOYEE,Demo Worker WRK-00316,Safety Assistant,Operations,B,SUPERVISED,2026-09-25,DUE_SOON,2027-08-02,VALID,NON_COMPLIANT,PRESENT,Pit,2025-02-02,DEMO_SYNTHETIC
WRK-00317,M008,,EMPLOYEE,Demo Worker WRK-00317,General Worker,Production,B,TRAINEE,2027-08-06,VALID,2027-07-03,VALID,COMPLIANT,OFF_SHIFT,Haul Road,2025-03-05,DEMO_SYNTHETIC
WRK-00318,M008,,EMPLOYEE,Demo Worker WRK-00318,Drill Operator,Electrical,C,TRAINEE,2027-09-11,VALID,2026-08-22,EXPIRED,COMPLIANT,PRESENT,Panel-2,2025-05-18,DEMO_SYNTHETIC
WRK-00319,M008,,EMPLOYEE,Demo Worker WRK-00319,Safety Assistant,Safety,B,SUPERVISED,2026-12-30,VALID,2026-09-09,DUE_SOON,COMPLIANT,PRESENT,Haul Road,2024-09-21,DEMO_SYNTHETIC
WRK-00320,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00320,Dumper Operator,Safety,A,SUPERVISED,2026-07-23,EXPIRED,2027-07-24,VALID,COMPLIANT,OFF_SHIFT,Workshop,2024-10-19,DEMO_SYNTHETIC
WRK-00321,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00321,Excavator Operator,Mechanical,A,TRAINEE,2026-09-01,EXPIRED,2027-04-13,VALID,NON_COMPLIANT,OFF_SHIFT,West Dump,2025-04-16,DEMO_SYNTHETIC
WRK-00322,M008,CTR-0024,CONTRACTOR,Demo Worker WRK-00322,Dumper Operator,Safety,B,COMPETENT,2027-05-20,VALID,2027-05-09,VALID,COMPLIANT,PRESENT,Coal Face,2025-09-21,DEMO_SYNTHETIC
WRK-00323,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00323,Survey Assistant,Production,B,TRAINEE,2027-01-24,VALID,2026-08-21,EXPIRED,COMPLIANT,PRESENT,Surface Office,2024-07-08,DEMO_SYNTHETIC
WRK-00324,M008,CTR-0024,CONTRACTOR,Demo Worker WRK-00324,Excavator Operator,Environment,C,COMPETENT,2027-03-28,VALID,2027-07-27,VALID,COMPLIANT,LEAVE,Surface Office,2025-01-20,DEMO_SYNTHETIC
WRK-00325,M008,,EMPLOYEE,Demo Worker WRK-00325,Fitter,Safety,A,SUPERVISED,2026-12-20,VALID,2027-01-14,VALID,COMPLIANT,LEAVE,Surface Office,2026-04-11,DEMO_SYNTHETIC
WRK-00326,M008,,EMPLOYEE,Demo Worker WRK-00326,Electrician,Production,B,SUPERVISED,2026-07-26,EXPIRED,2027-04-13,VALID,COMPLIANT,LEAVE,Surface Office,2026-01-30,DEMO_SYNTHETIC
WRK-00327,M008,,EMPLOYEE,Demo Worker WRK-00327,Survey Assistant,Production,A,COMPETENT,2027-04-04,VALID,2026-11-03,VALID,COMPLIANT,PRESENT,Panel-2,2026-05-02,DEMO_SYNTHETIC
WRK-00328,M008,,EMPLOYEE,Demo Worker WRK-00328,Excavator Operator,Electrical,B,TRAINEE,2027-02-12,VALID,2027-07-05,VALID,COMPLIANT,PRESENT,Pit,2025-07-21,DEMO_SYNTHETIC
WRK-00329,M008,CTR-0024,CONTRACTOR,Demo Worker WRK-00329,Fitter,Environment,B,TRAINEE,2027-08-21,VALID,2027-08-15,VALID,PARTIAL,PRESENT,Panel-1,2023-10-02,DEMO_SYNTHETIC
WRK-00330,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00330,Electrician,Production,B,TRAINEE,2027-04-10,VALID,2027-05-13,VALID,COMPLIANT,OFF_SHIFT,Pit,2024-10-23,DEMO_SYNTHETIC
WRK-00331,M008,,EMPLOYEE,Demo Worker WRK-00331,Electrician,Environment,A,SUPERVISED,2026-11-04,VALID,2026-08-03,EXPIRED,COMPLIANT,PRESENT,Panel-2,2023-07-17,DEMO_SYNTHETIC
WRK-00332,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00332,Dumper Operator,Environment,A,COMPETENT,2027-08-09,VALID,2026-12-01,VALID,COMPLIANT,PRESENT,Panel-1,2023-09-12,DEMO_SYNTHETIC
WRK-00333,M008,,EMPLOYEE,Demo Worker WRK-00333,Survey Assistant,Operations,C,TRAINEE,2027-07-21,VALID,2027-01-28,VALID,COMPLIANT,PRESENT,Coal Face,2025-04-20,DEMO_SYNTHETIC
WRK-00334,M008,,EMPLOYEE,Demo Worker WRK-00334,Safety Assistant,Electrical,B,TRAINEE,2026-09-20,DUE_SOON,2026-08-05,EXPIRED,COMPLIANT,PRESENT,Workshop,2024-02-15,DEMO_SYNTHETIC
WRK-00335,M008,,EMPLOYEE,Demo Worker WRK-00335,Drill Operator,Environment,C,SUPERVISED,2027-08-16,VALID,2027-05-03,VALID,COMPLIANT,PRESENT,Pit,2024-02-01,DEMO_SYNTHETIC
WRK-00336,M008,,EMPLOYEE,Demo Worker WRK-00336,Excavator Operator,Operations,B,COMPETENT,2027-04-22,VALID,2026-09-01,EXPIRED,PARTIAL,PRESENT,West Dump,2024-04-10,DEMO_SYNTHETIC
WRK-00337,M008,,EMPLOYEE,Demo Worker WRK-00337,Survey Assistant,Operations,A,COMPETENT,2027-04-04,VALID,2027-06-28,VALID,COMPLIANT,PRESENT,Workshop,2024-06-30,DEMO_SYNTHETIC
WRK-00338,M008,,EMPLOYEE,Demo Worker WRK-00338,General Worker,Safety,B,SUPERVISED,2027-09-06,VALID,2026-12-10,VALID,COMPLIANT,PRESENT,Pit,2023-12-23,DEMO_SYNTHETIC
WRK-00339,M008,,EMPLOYEE,Demo Worker WRK-00339,Dumper Operator,Production,A,COMPETENT,2027-02-08,VALID,2027-07-15,VALID,COMPLIANT,OFF_SHIFT,Workshop,2025-11-25,DEMO_SYNTHETIC
WRK-00340,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00340,Safety Assistant,Mechanical,B,COMPETENT,2027-06-22,VALID,2026-12-06,VALID,COMPLIANT,OFF_SHIFT,West Dump,2024-12-03,DEMO_SYNTHETIC
WRK-00341,M008,CTR-0023,CONTRACTOR,Demo Worker WRK-00341,Electrician,Safety,C,COMPETENT,2027-05-20,VALID,2026-11-08,VALID,PARTIAL,OFF_SHIFT,Panel-2,2025-04-16,DEMO_SYNTHETIC
WRK-00342,M008,,EMPLOYEE,Demo Worker WRK-00342,Excavator Operator,Electrical,C,SUPERVISED,2027-03-16,VALID,2027-03-24,VALID,COMPLIANT,PRESENT,Surface Office,2023-12-25,DEMO_SYNTHETIC
WRK-00343,M008,,EMPLOYEE,Demo Worker WRK-00343,Excavator Operator,Mechanical,C,TRAINEE,2026-10-10,VALID,2026-08-07,EXPIRED,COMPLIANT,PRESENT,Pit,2025-09-24,DEMO_SYNTHETIC
WRK-00344,M008,CTR-0022,CONTRACTOR,Demo Worker WRK-00344,Safety Assistant,Safety,B,COMPETENT,2026-09-12,DUE_SOON,2027-05-17,VALID,COMPLIANT,PRESENT,Workshop,2026-03-27,DEMO_SYNTHETIC
